31,928.0
31,928.0
33,928.0
33,928.0
33,928.0
34,928.0
34,936.0
34,928.0
34,928.0
35,928.0
36,928.0
36,928.0
37,928.0
37,928.0
37,928.0
37,936.0
36,948.0
38,948.0
40,928.0
40,928.0
44,928.0
45,940.0
46,928.0
49,1670.4
50,1670.4
51,1670.4
51,1670.4
51,1670.4
51,1670.4
51,1670.4
51,1678.4
52,1694.4
52,1670.4
52,1670.4
52,1670.4
52,1670.4
53,1670.4
53,1670.4
54,1670.4
54,1670.4
53,1698.4
54,1670.4
54,1670.4
54,1670.4
55,1670.4
55,1670.4
55,1670.4
55,1670.4
55,1670.4
55,1670.4
56,1670.4
56,1670.4
55,1670.4
56,1670.4
57,1670.4
57,1698.4
57,1670.4
59,1670.4
60,1670.4
60,1670.4
62,1670.4
61,1670.4
65,2412.8
65,2412.8
66,2412.8
67,2412.8
67,2412.8
66,2412.8
67,1670.4
68,2412.8
68,2456.8
67,2456.8
68,2412.8
68,2436.8
69,2436.8
69,2420.8
69,2420.8
70,2412.8
69,2412.8
70,2412.8
70,2464.8
71,2436.8
71,2464.8
71,2464.8
71,2412.8
72,2420.8
72,1670.4
72,2420.8
73,2412.8
72,2412.8
74,2424.8
74,2412.8
73,2412.8
75,2412.8
75,2412.8
74,2420.8
76,2412.8
75,2412.8
77,2412.8
76,2412.8
77,2412.8
78,2420.8
79,2412.8
78,2436.8
80,2412.8
80,2412.8
80,2412.8
81,2412.8
82,3155.2
81,3191.2
84,2412.8
85,3155.2
86,3155.2
86,3155.2
85,3211.2
86,3155.2
86,3163.2
85,3167.2
86,3163.2
86,3155.2
86,3155.2
87,3155.2
87,3215.2
88,3155.2
87,3155.2
87,3179.2
87,3155.2
89,3155.2
88,3155.2
87,3163.2
87,3179.2
89,3155.2
90,3163.2
90,3155.2
89,3155.2
90,3155.2
90,3183.2
92,3183.2
92,3155.2
91,3199.2
92,3163.2
90,3167.2
92,3155.2
93,3155.2
94,3183.2
94,3155.2
96,3155.2
97,3155.2
99,3897.6
101,3905.6
101,3155.2
102,3155.2
103,3897.6
104,3909.6
104,3921.6
102,3155.2
105,3155.2
106,3957.6
105,3897.6
106,3909.6
105,3909.6
107,3925.6
106,3949.6
106,3905.6
108,3897.6
108,3155.2
108,3897.6
108,3897.6
107,3925.6
107,3957.6
110,3897.6
109,3897.6
109,3897.6
108,3921.6
110,3921.6
110,3897.6
110,3905.6
112,3897.6
111,3897.6
113,3897.6
113,3917.6
113,3897.6
113,3925.6
114,3897.6
114,3897.6
117,4676.0
118,3905.6
118,3897.6
117,3897.6
117,3909.6
117,3897.6
119,3897.6
118,3897.6
119,3909.6
121,4708.0
121,4640.0
120,3905.6
122,4640.0
122,3897.6
122,4676.0
123,4640.0
123,3897.6
127,3897.6
126,4640.0
128,4668.0
128,4640.0
127,4640.0
128,4640.0
128,4640.0
130,4664.0
131,4640.0
132,4640.0
133,3921.6
135,4640.0
132,4640.0
134,4640.0
136,5406.4
136,4648.0
136,4652.0
135,4640.0
136,4640.0
136,4640.0
138,4640.0
137,4640.0
139,5406.4
136,4640.0
136,4640.0
135,4652.0
136,4652.0
139,4648.0
139,4640.0
140,4652.0
139,4664.0
141,5390.4
142,5382.4
142,4652.0
142,4640.0
145,5410.4
145,4652.0
147,5406.4
147,5382.4
147,4640.0
149,5382.4
147,5390.4
150,4640.0
151,5382.4
149,5390.4
148,5410.4
151,5426.4
152,5402.4
152,5382.4
152,5382.4
154,4640.0
154,5382.4
154,5390.4
157,5394.4
158,5410.4
157,5382.4
158,5382.4
158,5382.4
159,5406.4
159,6148.8
160,5410.4
161,5382.4
161,6148.8
163,6124.8
163,4640.0
159,5394.4
163,5382.4
165,5382.4
166,5382.4
164,5382.4
166,5382.4
168,6148.8
170,6152.8
170,5382.4
168,5382.4
170,6124.8
172,6148.8
170,6148.8
174,6148.8
176,6160.8
179,6152.8
177,6124.8
174,5382.4
177,5410.4
179,6124.8
179,5434.4
185,6867.2
181,6148.8
184,6124.8
186,6152.8
188,5410.4
188,5410.4
195,6895.2
200,6879.2
205,7637.6
208,6903.2
216,5382.4
233,6354.4
